,Author,We,Baby,Doctor,Partner,Nurse,Midwife,Family,Anesthesiologist,Doula
496,4,1,1,1,1,0,0,0,0,0
497,5,0,1,2,0,0,0,0,0,0
498,9,0,1,1,1,1,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0
500,9,0,0,0,0,0,0,0,0,0
501,12,0,0,0,0,0,1,0,0,0
502,5,0,0,0,2,0,0,3,0,0
503,10,0,0,0,2,0,1,1,0,0
504,9,0,0,0,0,0,1,0,0,0
505,6,0,0,0,0,0,0,0,0,0
506,5,0,1,1,0,0,1,0,0,0
507,7,0,1,1,1,0,0,0,0,0
508,7,0,0,0,0,0,0,0,0,0
509,4,0,0,0,2,0,0,1,0,0
510,13,3,0,0,0,0,1,0,0,0
511,12,3,3,1,0,0,0,0,0,0
512,10,3,0,0,1,0,0,0,0,0
513,14,1,0,2,0,0,0,0,0,0
514,14,3,0,1,3,0,0,0,0,0
515,9,3,3,0,0,0,0,0,0,0
516,15,1,0,0,0,0,0,1,0,0
517,5,7,3,0,0,0,1,0,0,0
518,2,8,1,0,0,0,2,0,0,0
519,0,1,0,0,0,0,0,0,0,0
520,6,0,1,1,0,0,0,1,0,0
521,6,0,2,0,0,0,0,0,0,0
522,7,0,0,1,1,0,1,0,0,0
523,6,0,1,0,0,0,0,0,0,0
524,6,1,2,2,0,0,0,0,0,0
525,5,0,1,1,0,0,0,0,0,0
526,4,0,0,0,0,0,0,0,0,0
527,5,0,2,1,0,0,0,0,0,0
528,8,0,1,0,0,0,0,0,0,0
529,1,0,0,1,0,0,0,0,0,0
530,2,3,0,0,0,0,0,0,0,0
531,6,1,0,0,1,0,0,0,0,0
532,3,1,0,0,0,0,0,0,0,0
533,2,0,0,1,1,0,0,0,0,0
534,6,0,0,0,0,0,0,0,0,0
535,6,0,0,0,1,1,1,0,0,0
536,3,2,0,0,0,0,0,0,0,0
537,6,0,0,0,0,1,0,0,0,0
538,2,0,2,0,1,1,1,0,0,0
539,0,0,0,0,0,0,0,0,0,0
540,12,0,2,0,0,0,1,0,0,0
541,15,0,1,0,0,0,0,0,0,0
542,13,2,0,1,1,0,0,0,0,0
543,14,0,0,0,2,0,1,0,0,0
544,8,0,0,0,1,2,0,0,1,0
545,13,2,2,0,1,2,0,0,1,0
546,20,0,1,0,0,0,0,0,0,0
547,8,2,3,0,1,0,0,0,0,0
548,9,0,0,0,1,0,0,0,0,0
549,0,0,0,0,0,0,0,0,0,0
550,7,0,0,1,0,0,0,0,0,0
551,4,1,0,0,0,0,0,0,0,0
552,3,1,0,0,1,0,0,0,0,1
553,2,1,2,0,0,0,0,0,0,0
554,1,1,2,1,0,0,0,0,0,0
555,5,0,1,0,0,0,0,0,0,0
556,8,0,0,0,0,0,0,0,1,0
557,7,0,1,0,1,0,0,0,0,0
558,4,0,2,0,1,0,0,0,0,0
559,6,1,2,1,0,0,0,0,0,0
560,7,1,0,0,0,0,1,0,0,0
561,7,0,2,0,0,0,0,0,0,0
562,3,2,0,0,0,0,0,0,0,0
563,9,1,1,0,1,0,0,0,0,0
564,3,3,0,0,1,0,0,0,0,0
565,9,0,1,0,0,0,0,0,0,0
566,6,1,1,1,1,0,0,0,0,0
567,4,0,0,0,0,0,0,0,0,0
568,8,0,1,0,0,0,1,0,0,0
569,2,0,0,0,0,0,0,0,0,0
570,4,1,0,0,0,0,0,0,0,0
571,3,0,0,0,0,0,0,0,0,0
572,3,1,0,1,0,0,0,0,1,0
573,4,1,0,1,1,0,0,0,0,0
